"관광타입","음식점"
"음식점명","왓새우"
"개요","전 메뉴 포장 가능합니다. 제주에서 맛볼 수 있는 이색적인 딱새우 마라 요리입니다. 중국에 마라 롱샤가 있다면 왓새우엔 마라 딱새우가 있습니다. 그 외에도 마라 소스 오스와 쌀떡으로 만든 마라 떡볶이와 마라도삭면을 판매하는 마라 음식 전문점입니다. 매운 음식을 못 드시는 분들을 위해 딱새우 볶음밥도 있어요. 마음꽃하우스, 바당고지 흑돼지다이닝 제주금능협재점이 인접해 있습니다."
"주소","제주 제주시 한림읍 협재로 20"
"주소(도로명)","제주특별자치도 제주시 한림읍 협재로 20"
"주소(지번주소)","제주특별자치도 제주시 한림읍 협재리 1841-3"
"대표번호","064-796-1218"
"영업시간","12:00 - 19:00"
"휴무일","매주 수요일"
"취급메뉴","마라딱새우, 마라황게"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 매장이 청결해요"
