"관광타입","음식점"
"음식점명","세컨드스토리"
"개요","월정리의 작고 소소한 가게로 예약제로만 운영이 됩니다. 제주의 식재료를 사용하여 이태리 음식을 재해석한 식당이며 전메뉴 음식 재료의 99퍼센트를 직접 만들어 기성품과는 차별화된 맛을 추구하는 스타일 입니다. 세컨드스토리는 공간 특성상 쾌적한 환경을 위하여 노키즈존으로 운영되고 있으니 양해 부탁 드립니다. 주차는 가게 앞에 가능하며 공간이 없을시 소낭게스트하우스 2호점 1층 주차장에 이용 가능합니다. 월정리해수욕장, 함덕해수욕장, 세화해변, 소낭게스트하우스, 윤하슈퍼낚시가 인접해 있습니다."
"주소","제주 제주시 구좌읍 월정1길 1"
"주소(도로명)","제주특별자치도 제주시 구좌읍 월정1길 1"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 월정리 891-7"
"대표번호","0507-1312-9953"
"영업시간","12:00 - 22:00"
"휴무일","매주 화요일, 수요일"
"취급메뉴","라구파스타, 살치살 스테이크"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 친절해요, 재료가 신선해요, 특별한 날 가기 좋아요"
