"관광타입","음식점"
"음식점명","돈꿀꺽 애월 본점"
"개요","방송 출연 사장님 귀는 당나귀 귀 73회 방영분입니다. 무료 픽업 서비스 전화로 시간 예약하시면 편안하고 안전하게 모셔오고, 모셔다드립니다. 한라산 뷰 야외 테이블입니다. 한라산 정상이 가까이 보이는 야외에서 흑돼지구이를 즐겨보세요. 연탄구이 흑돼지 돈꿀꺽만의 숙성된 흑돼지 목살, 오겹살을 연탄구이로 먹을 수 있습니다. 숙련된 흑돼지 전문가들이 직접 구워주는 제주 흑돼지 맛집 돈꿀꺽입니다. 맛있는 흑돼지를 드실 수 있도록 준비되어 있습니다. 새마을금고제주연수원입구, 렛츠런파크 제주후문이 인접해 있습니다."
"주소","제주 제주시 애월읍 평화로 2187"
"주소(도로명)","제주특별자치도 제주시 애월읍 평화로 2187"
"주소(지번주소)","제주특별자치도 제주시 애월읍 소길리 155-121"
"대표번호","0507-1308-1950"
"영업시간","11:30 - 22:30"
"휴무일","없음"
"취급메뉴","제주산 흑돼지 근고기, 흑돼지 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 주차하기 편해요"
