"관광타입","음식점"
"음식점명","웃뜨리"
"개요","새롭게 문을 여는 베이커리 카페입니다. 다양한 종류의 베이커리를 웃뜨리에서 만나보세요. 웃뜨리는 제주도 방언으로 중산간의 넓은 들녘이라는 뜻입니다. 모든 베이커리에는 쉬기 시작한 밥에 누룩을 넣어 발효시킨 제주도 전통 음료인 쉰다리를 넣어 만든 발효종을 만들어 베이커리 모든 제품에 넣어 제품을 만들고 있습니다. 저희 베이커리는 당일 생산 당일 판매의 원칙을 지키고 있습니다. 제주나루, 대양기업이 인접해 있습니다."
"주소","제주 제주시 애월읍 광성로 213"
"주소(도로명)","제주특별자치도 제주시 애월읍 광성로 213"
"주소(지번주소)","제주특별자치도 제주시 애월읍 광령리 3401-1"
"대표번호","0507-1372-2044"
"영업시간","08:00 - 19:00"
"휴무일","없음"
"취급메뉴","치즈 바게트, 아메리카노"
"주차시설 유무","있음"
"리뷰키워드","빵이 맛있어요, 뷰가 좋아요, 주차하기 편해요, 친절해요, 매장이 청결해요"
