"관광타입","음식점"
"음식점명","돌담통닭"
"개요","제주 돌담통닭입니다. 국내산 천일염으로 염지 후 야채로 숙성한 100퍼센트 수제 숙성 치킨입니다. 모든 닭은 24시간 숙성 후 2일 이내 판매를 원칙으로 운영하며, 2일 내 판매되지 않은 닭은 전량 폐기 원칙을 지키고 있습니다. 돌담통닭은 프랜차이즈가 아닌 3대가 이어온 가업으로 외조부모님의 숙성 방식과 레시피를 기본으로 하며 이후 외삼촌이 추가 레시피를 개발하여 탄생한 치킨을 이곳 제주에 맞는 상호명 돌담통닭이란 이름으로 운영하고 있습니다. 현재 충남 아산에 살고 계신 저의 외조부모님과 외삼촌의 가르침에 따라 운영하고 있는 돌담통닭은 가업을 이어 받은 감사함과 자부심을 바탕으로 앞으로 치킨을 위해 더 노력하고 끊임없는 연구를 이어가겠습니다. 안전한 먹거리, 양심적인 먹거리, 정성 가득한 먹거리 돌담통닭은 항상 노력하는 사람들이 되겠습니다. 감사합니다. 한림칼국수 제주세화점, 세화리움이 인접해 있습니다."
"주소","제주 제주시 구좌읍 해녀박물관길 33-1"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해녀박물관길 33-1"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 세화리 1-15"
"대표번호","0507-1442-5892"
"영업시간","15:00 - 22:30"
"휴무일","없음"
"취급메뉴","해물야채통닭, 우도땅콩양념통닭"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 친절해요, 재료가 신선해요, 매장이 청결해요"
