"관광타입","음식점"
"음식점명","애월연어 영어교육도시점"
"개요","제주영어교육도시에 위치하고 있는 애월연어 영교점은 신선하고 퀄리티있는 연어요리 전문점입니다. 눈 덮인 한라산을 표현한 스노우 초밥과 연어 특유의 식감과 맛을 잘 살린 뚱땡이 초밥, 향긋한 불맛을 입혀 맛과 비주얼의 끝판왕 불땡초밥이 최고 인기 메뉴입니다. 그리고 이 세 가지 메뉴를 5피스씩 한 번에 맛볼 수 초밥 한판도 추천메뉴입니다. 남녀노소 영양 만점 메뉴인 연어 스테이크와 안심카츠, 새우튀김, 연어카츠를 한 번에 맛볼 수 있는 모듬카츠도 추천메뉴입니다. 에듀시티마트, 국제교회 정류장이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 글로벌에듀로 390 A동 107호"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 글로벌에듀로 390"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 보성리 2476-10"
"대표번호","064-794-4333"
"영업시간","11:00 - 20:00"
"휴무일","매주 월요일, 일요일"
"취급메뉴","스노우 초밥, 사케동"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 특별한 메뉴가 있어요"
