"관광타입","음식점"
"음식점명","백소정 제주 아라점"
"개요","백번을 먹어도 정성스럽고 푸짐한 음식에 즐겁게 머물다 갈 수 있는 곳, 백소정 제주아라점입니다. 두툼하고 육즙터지는 정통 일식 돈까스 전문점입니다. 또한 60여가지의 재료로 만든 마제소바 맛집으로 항상 정성을 다해 음식을 제공합니다. 백소정의 약속을 말씀드립니다. 첫째,  모든 음식은 정수된 물로만 사용합니다. 둘째, 매일 아침 신선한 야채와 고기를 검수하고 손질합니다. 세째, 국내산 1등급 등심을 사용하여 부드럽고 육즙이 살아 있습니다. 네째, 소바는 매일 아침 직접 우려낸 육수로 만들어, 일반 소바에서는 맛 볼 수 없는 진한 풍미를 느끼 실 수 있습니다. 다섯째, 국내산 돼지고기가 들어간 풍부한 건더기와 버터, 크림을 넣어 진한 백소정만의 프리미엄 카레를 제공합니다. 블레블랑제리, 제주황제물회가 인접해 있습니다."
"주소","제주 제주시 아란7길 12 2층"
"주소(도로명)","제주특별자치도 제주시 아란7길 12"
"주소(지번주소)","제주특별자치도 제주시 아라일동 6095-15"
"대표번호","0507-1438-1060"
"영업시간","11:00-15:00/21:00"
"휴무일","전화문의"
"취급메뉴","마베소바, 돈카츠"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 청결해요, 친절해요, 인테리어가 멋져요, 재료가 신선해요"
