"관광타입","음식점"
"음식점명","흑돼지가노는집"
"개요","사장님 귀는 당나귀 귀에 출연한 흑돼지 맛집입니다. 연탄으로 최고급 흑돼지를 초벌 하여 아주 맛있게 내어 드리고 있습니다. 거기에 어디에도 쉽게 찾아볼 수 없는 이모 손맛이 들어간 매일 달라지는 나물 반찬과 함께 정말 조합이 최고입니다. 분위기 또한 너무나 좋아서 가족끼리, 연인끼리, 회식 모임도 너무나 잘 어울린답니다. 다이소, 올리브영, 성원냉동이 인접해 있습니다."
"주소","제주 제주시 애월읍 하귀로 118"
"주소(도로명)","제주특별자치도 제주시 애월읍 하귀로 118"
"주소(지번주소)","제주특별자치도 제주시 애월읍 하귀1리 1362-1"
"대표번호","064-711-3677"
"영업시간","11:00 - 22:00"
"휴무일","매주 수요일"
"취급메뉴","흑돼지 오겹살, 흑돼지 목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 뷰가 좋아요, 주차하기 편해요"
