"관광타입","음식점"
"음식점명","섶섬한그릇 "
"개요","최고의 바다 조망, 서귀포 칠십리 앞바다를 한눈에 볼 수 있는 곳이 이곳이 아니면 어디서 볼 수 있을까요. 남원읍 위미리의 지귀도에서 섶섬, 문섬, 범섬 그리고 안덕면 사계리의 산방산, 구두미포구의 절경에 빠지도, 코앞에 버티고 서있는 섶섬은 절경이라기보다 신비로움에 빠져듭니다. 이런 곳이 있기에 넋이 빠져 오래전에 해녀 어머니가 해주시던 보말 칼국수를 만들어 서귀포의 맛을 전해주고 싶다. 구두미포구, 카페숲숲이 인접해 있습니다."
"주소","제주 서귀포시 보목로64번길 60"
"주소(도로명)","제주특별자치도 서귀포시 보목로64번길 60"
"주소(지번주소)","제주특별자치도 서귀포시 보목동 1348"
"대표번호","0507-1448-9199"
"영업시간","10:00 - 16:00"
"휴무일","매주 일요일"
"취급메뉴","보말칼국수, 보말비빔밥"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 재료가 신선해요, 매장이 청결해요"
