"관광타입","음식점"
"음식점명","핏제리아필리아 화덕핏자 앤 파스타  "
"개요","제주 화덕피자 맛집 핏제리아 필리아입니다. 매일 신선한 재료와 수제 도우를 사용하여 이탈리아 나폴리 방식 그대로 정성스레 피자를 구워내고 있습니다. 또한, 직접 육수를 만들어 조리하는 다양한 종류의 파스타, 샐러드도 맛보실 수 있으며, 와인도 함께 페어링해 즐기실 수 있습니다. 다양하고 색다른 토핑을 사용하여 만들어 내기 때문에, 제주도민 맛집으로 유명하지만 관광객분들도 많이 찾아오십니다. 고온의 화덕에서 바로 구워낸 피자는 한번도 안먹어 본 사람은 있어도 한 번만 먹어본 사람은 없답니다. 블레블랑제리, 제주황제물회가 인접해 있습니다."
"주소","제주 제주시 아란7길 12-1 1층"
"주소(도로명)","제주특별자치도 제주시 아란7길 12-1"
"주소(지번주소)","제주특별자치도 제주시 아라일동 6095-16"
"대표번호","0507-1308-5479"
"영업시간","11:30-21:00"
"휴무일","매주 화요일"
"취급메뉴","고르곤졸라, 마르게리따"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 가성비가 좋아요, 매장이 청결해요"
