"관광타입","음식점"
"음식점명","월령작야 달의객잔"
"개요","예약 안내입니다. 예약 없이 오셔도 됩니다만, 혼잡한 시간 저녁 6에서 7시까지는 편의를 위해 예약 접수를 받아드립니다. 방문하는 당일 저녁 7시까지만 예약 가능하며 이후 시간은 그냥 오시면 됩니다. 문자 또는 전화 주세요. 배달은 배달의민족으로 가능합니다. 숙성 사시미를 기반으로 여러 가지 요리를 내어드리는 이자카야입니다. 웨이팅 하실 때 대기 시간이 얼마나 걸릴지 예측할 수 없습니다. 노키즈존 아닙니다. 애견 동반 불가합니다. 외부 음식 반입 절대 금지입니다. 소규모 이자카야입니다. 일하는 인원이 많지 않습니다. 바쁜 시간대에는 전화 응대가 잘되지 않는 점 양해 바랍니다. 감사합니다. 푸르다오션펜션, 월령포구가 인접해 있습니다."
"주소","제주 제주시 한림읍 월령3길 39-5"
"주소(도로명)","제주특별자치도 제주시 한림읍 월령3길 39-5"
"주소(지번주소)","제주특별자치도 제주시 한림읍 월령리 330-1"
"대표번호","0507-1337-9976"
"영업시간","18:00 - 24:00"
"휴무일","매주 월요일"
"취급메뉴","고등어초회, 가츠오부시초덮밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 친절해요, 인테리어가 멋져요, 대화하기 좋아요"
