"관광타입","음식점"
"음식점명","양가형제 "
"개요","양가형제 본점은 2016년 3월 26일 시작한 수제버거 전문 브랜드입니다. 본점이 위치한 30년이 넘은 청수리 평화동회관은 제주 오설록, 영어교육도시등과 접경한 반딧불이 최대 서식지 청수곶자왈의 마을 한경면 청수리 평화동의 옛 마을회관이며 길종상가와 함께 현대적 쓰임에 맞게 재생시켰습니다. 양가형제 본점은 미국식 전통 수제버거 레스토랑으로써 제주 수제버거와 크래프트비어를 서비스합니다. 매일매일 지역 식자재로 햄버거 빵부터 패티까지 직접 조리하며 다양한 풍미의 유명맥주가 합리적인 가격으로 준비되어 있습니다. 신선하고 좋은 재료로 미국 전통식 밀크쉐이크를 만들며 제주 양파로 하나씩 튀겨내는 어니언링도 일품입니다. 일본군땅굴진지, 청수소공원이 인접해 있습니다."
"주소","제주 제주시 한경면 청수동8길 3"
"주소(도로명)","제주특별자치도 제주시 한경면 청수동8길 3"
"주소(지번주소)","제주특별자치도 제주시 한경면 청수리 746-8"
"대표번호","0507-1405-7734"
"영업시간","11:00-19:30"
"휴무일","매주 목요일"
"취급메뉴","경버거, 어니언링"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 특별한 메뉴가 있어요, 주차하기 편해요"
