"관광타입","음식점"
"음식점명","솔솥 제주외도점"
"개요","신선한 재료와 따뜻한 솥밥을 통해 특별한 기억을 전하는 솔솥 입니다. 대한민국 대표 프리미엄 솥밥 솔솥 입니다. 추천메뉴스테이크솥밥, 도미관자솥밥, 이외에도 다양한 솥밥이 있으니 방문하여 솥밥의 매력에 빠져보세요. 항상 고품질의 재료를 사용하여깊은 맛을 내고 있는 저희 솔솥은 늘 푸른 소나무처럼 한결같이맛있는 한 끼를 대접하기 위해노력하도록 하겠습니다. 롯데리아, 대봉식당이 인접해 있습니다."
"주소","제주 제주시 일주서로 7329-3"
"주소(도로명)","제주특별자치도 제주시 일주서로 7329-3"
"주소(지번주소)","제주특별자치도 제주시 외도이동 1921"
"대표번호","0507-1460-3385"
"영업시간","11:00~21:00"
"휴무일","매주 월요일"
"취급메뉴","스테이크솥밥, 도미관자솥밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 뷰가 좋아요, 재료가 신선해요"
