"관광타입","음식점"
"음식점명","명태어장 외도점"
"개요","공기밥포함 모든 메뉴 포장,배달 가능 합니다. 명태를 가열 조리해 섭취 할 경우, 조리 시 발생하는 티오프롤린 등의 아미노산에 의해 체내 발암성 물질 생성을 억제하는 효과가 있습니다. 또한 명태의 눈에는 영양가가 많으므로 버리지 말고 먹는 것이 좋습니다. 살에는 비타민 B1, 비타민 B2가 많습니다. 간에는 지방과 비타민 A, 비타민 D가 많아 이를 추출하여 의약용으로 사용하기도 합니다. 새마을금고, 에두트가 인접해 있습니다."
"주소","제주 제주시 우정로 34 1층"
"주소(도로명)","제주특별자치도 제주시 우정로 34"
"주소(지번주소)","제주특별자치도 제주시 외도일동 475-8"
"대표번호","064-712-7778"
"영업시간","11:00~22:00"
"휴무일","매주 일요일"
"취급메뉴","매콤명태조림, 매콤시래기명태조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 넓어요, 재료가 신선해요, 친절해요, 가성비가 좋아요"
