"관광타입","음식점"
"음식점명","탐라온 닭강정"
"개요","제주에서 닭강정을 왜 먹어야 하는지 설명해 드립니다. 1. 당신의 여행 시간은 빠르다. 이동하는 시간 동안 먹을 수 있다. 혼자는 예외다. 2. 닭강정은 식어도 맛있다. 뜨끈한 치킨과는 다르게 식어서 먹는 닭강정은 신세계를 경험하게 할 것이다. 식은 닭의 참 맛입니다. 3. 제주 여행 와서 이건 먹고 가야 한다. 왜냐면 직접 만든 감귤 칩에 제주 분위기 뿜뿜 나는 닭강정 사진 한 장 올려줘야 나 제주 왔다고 말할 수 있겠다. 마지막으로 닭강정 먹을 때 중 사이즈 대 사이즈로 고민하지 말라. 당신의 위는 생각보다 배가 불러 있어도 맛있는 음식을 보면 위가 확장을 하며 모든 확장이 끝나더라고 식어도 맛있는 닭강정 아니겠는가 진정한 닭강정은 식었을 때 비로소 진면목을 발휘한다. 맠, 또와국밥 국수가 인접해 있습니다."
"주소","제주 제주시 동문로4길 9"
"주소(도로명)","제주특별자치도 제주시 동문로4길 9"
"주소(지번주소)","제주특별자치도 제주시 일도일동 1103"
"대표번호","0507-1366-8312"
"영업시간","11:00 - 22:00"
"휴무일","없음"
"취급메뉴","닭강정, 감자튀김"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 가성비가 좋아요, 특별한 메뉴가 있어요"
