"관광타입","음식점"
"음식점명","중문큰집어멍"
"개요","큰집어멍을 찾아주셔서 감사합니다. 식사 후 큰집어멍 전용 산책길 걷기, 식사 시 유채꽃밭 무료 개방. 유채꽃 시즌에만 운영됩니다. 즐거운 추억을 남기고 가세요. 야간에도 가능합니다. 넓은 주차장, 가게 앞, 뒤. 단체환영 포장 가능. 쾌적하고 깔끔한 매장. 도민이 찾는 맛집. 세트 메뉴를 활용하시면 다양한 메뉴를 알차게 즐길 수 있습니다.     제주의 다양한 향토 음식을 느껴보세요. 네이버 영수증 리뷰를 남겨주시면, 음료수 1병을 서비스로 드립니다. 활전복해물탕 산 전복이 폭탄처럼 들어있는 인기 만점, 영양 만점 해물탕. 해장, 아침 식사로 강추. 은갈치구이, 전복장 제주산 은갈치를 겉바속촉 구워냈습니다. 중문 관광단지가 인접해 있습니다."
"주소","제주 서귀포시 중문관광로 336 큰집어멍"
"주소(도로명)","제주특별자치도 서귀포시 중문관광로 336"
"주소(지번주소)","제주특별자치도 서귀포시 대포동 747-2"
"대표번호","064-739-8295"
"영업시간","10:00 - 22:00"
"휴무일","전화문의"
"취급메뉴","활전복해물탕, 전복장 영양솥밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 넓어요, 양이 많아요"
