"관광타입","음식점"
"음식점명","바삭돈가스 애월해안도로점"
"개요","바삭돈가스는 청정 제주의 흑돼지를 사용합니다. 직접 구운 빵으로 빵가루를 만듭니다. 천연 식물성 재료들로 직접 소소를 만듭니다. 김치도 직접 담급니다. 국내산 배추와 고춧가루를 사용해서 김치도 맛있답니다. 지구에서 가장 맛있는 돈가스를 위해 열심히 노력하고 정직하게 만들겠습니다. 마지막 주문 7시 50분 마감입니다. 재료 소진 시 조기 마감합니다. 참좋은해물라면 애월, 코지펜션이 인접해 있습니다."
"주소","제주 제주시 애월읍 애월해안로 724"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월해안로 724"
"주소(지번주소)","제주특별자치도 제주시 애월읍 구엄리 599"
"대표번호","064-742-8484"
"영업시간","11:00 - 21:00"
"휴무일","매주 토요일"
"취급메뉴","등심가스, 안심가스"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 뷰가 좋아요"
