"관광타입","음식점"
"음식점명","로뎀가든"
"개요","원조 한라산볶음밥 명가 로뎀가든에서는 중국산이 아닌, 귀한 제주산 한치 중에서도 최상품 한치와 제주산 흑돼지만 사용합니다. 따라서 그 맛과 가격이 다른 것 입니다. 한라산 볶음밥은 맛도 좋지만 핵심은 스토리텔링 볶음밥입니다. 화산섬 제주도의 탄생과 역사 이야기를, 한라산볶음밥 명인이 직접, 현란한 볶음밥 과정을 통해 구수한 입담으로 유익하고 재미있게 들려드립니다. 저희 원조 한라산볶음밥에는 한라산의 사계절이 표현되고, 제주도 꽃인 동백꽃으로도 변신합니다. 외국인에게는 영어와 중국어 등으로도 설명해 드립니다. 그냥 한라산볶음밥이 아닌, 누구도 흉내낼 수 없는 원조에서만 느낄 수 있는 명품 한라산볶음밥의 맛과 품격을 느껴보시기 바랍니다. 산호사 해수욕장, 서빈백사, 서광리사무소, 우도면사무소가 인접해 있습니다."
"주소","제주 제주시 우도면 우도해안길 264"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 264"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 2515"
"대표번호","0507-1400-5501"
"영업시간","09:00-19:00"
"휴무일","전화문의"
"취급메뉴","한치및흑돼지주물럭, 한라산볶음밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 친절해요, 양이 많아요, 재료가 신선해요"
