"관광타입","음식점"
"음식점명","둘레길 중문 본점"
"개요","서귀포 중문 천제연로에 위치한 평일과 주말 점심에 간단히 먹을 수 있는 곳입니다. 오믈렛 파스타 가츠산도 등 캐주얼한 음식을 드실 수 있고, 저녁엔 와인 소주 하이볼 등과 같은 음식과 곁들 일 수 있는 안주 메뉴도 있으니 어서 오세요. 제주 둘레길 이 길 끝에서 당신을 만나 우리의 공간을 통해 활짝 피어나길 간절히 소망합니다. 저희의 첫 발자취 중문 둘레길 제주 중문 둘레길입니다. 우리의 장소 바램 약속입니다. 우리의 장소로 인해 손님들이 행복했으면 좋겠고 우리의 바램으로 인해 힐링을 가져갔으면 좋겠고 우리의 약속으로 손님들에게 부끄럽지 않은 음식을 대접하겠습니다. 중문 둘레길 맛집 인스타그램 천제연 파스타 가츠산도 오믈렛 캐쥬얼 캐쥬얼다이닝 레스토랑입니다. 선팔 맞팔 제주도 제주살이 입니다. 세빈중국수퍼, 아이원안경이 인접해 있습니다."
"주소","제주 서귀포시 천제연로 209-1 2층 둘레길"
"주소(도로명)","제주특별자치도 서귀포시 천제연로 209-1"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 2006-3"
"대표번호","0507-1379-3255"
"영업시간","10:00 - 22:00"
"휴무일","없음"
"취급메뉴","제주 흑돼지 오믈렛, 제주 함덕 금게 리소"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 매장이 청결해요"
