"관광타입","음식점"
"음식점명","오롯 "
"개요","혼자 또는 함께 편안하게, 집밥이 드시고 싶을 때 혹은 마주 앉은 누군가에게 따뜻한 한 끼를 대접하고 싶을때 오롯을 찾아주세요. 국내산 재료들을 고집하고 그래서 믿고 드실 수 있게 매일 바뀌는 찬, 손수 만드는 양념들, 국내산 고춧가루만 사용하는 김치가 있습니다. 내 가족들이 먹고 내 가족들에게 부끄럽지 않게 요리합니다. 오롯입니다. 타이웍, 덕성원이도점이 인접해 있습니다."
"주소","제주 제주시 신설로11길 2-10 오롯"
"주소(도로명)","제주특별자치도 제주시 신설로11길 2"
"주소(지번주소)","제주특별자치도 제주시 아라이동 3009-1"
"대표번호","0507-1323-1664"
"영업시간","11:30 - 20:30"
"휴무일","매주 일요일, 월요일"
"취급메뉴","전복게우비빔밥, 제주성게알비빔밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 특별한 메뉴가 있어요, 혼밥하기 좋아요"
