"관광타입","음식점"
"음식점명","산지해장국 노형직영점"
"개요","탑동산지해장국이 여러분들의 관심과 응원 덕분에 노형동에도 문을 열었습니다. 합리적인 가격에 푸짐하고 맛있는 식사를 지향합니다. 곱창 가격이 오를때마다 가슴이 철컹하지만 푸짐하다고 싸구려 양념과 식재료를 절대 사용하지 않습니다. 정성껏 끓인 육수와 좋은 재료를 손질하여 푸짐하게 담은 해장국과 내장탕 맛있게 드시고 든든한 하루 보내세요. 주말 무료 주차 이용 가능합니다. 노형도주민센터, 최고이비인후과가 인접해 있습니다. 탕수육, 미유크가 인접해 있습니다."
"주소","제주 제주시 노형9길 16-1"
"주소(도로명)","제주특별자치도 제주시 노형9길 16-1"
"주소(지번주소)","제주특별자치도 제주시 노형동 3788-9"
"대표번호","064-900-0922"
"영업시간","07:00~15:00"
"휴무일","매주 수요일"
"취급메뉴","해장국, 내장탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 친절해요, 재료가 신선해요, 혼밥하기 좋아요"
