"관광타입","음식점"
"음식점명","중문해녀의집"
"개요","어촌계의 발달과 활성화를 도모하며 해녀들이 직접 따온 자연산 전복을 맛볼 수 있습니다. 깨끗하고 아름다운 풍경입니다. 중문 단지의 아름다운 경치와 더불어 어촌계의 발달과 활성화를 도모하며 매일 해녀들이 직접 따온 자연산 전복을 맛볼 수 있습니다. 특히 전복죽은 맛이 진하고 끝내줍니다. 주요 메뉴 및 가격 전복 회 자연산 150000원 전복 회 양식 35000원, 전복죽 10000원, 소라 10000원, 해삼 10000원, 문어 10000원, 멍게 10000원, 낙지 10000원, 모둠 회 20000원입니다. 주요 메뉴는 전복 죽입니다. 좌석은 44개입니다. 중문어촌계, 씨에스호텔앤리조트가 인접해 있습니다."
"주소","제주 서귀포시 중문관광로 194"
"주소(도로명)","제주특별자치도 서귀포시 중문관광로 194"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 2658-2"
"대표번호","064-738-9557"
"영업시간","12:00 - 17:00"
"휴무일","없음"
"취급메뉴","전복죽,  소라"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 주차하기 편해요, 가성비가 좋아요, 특별한 메뉴가 있어요"
