"관광타입","음식점"
"음식점명","크레이지제이제이"
"개요","크레이지 제이제이가 중문에 상륙했습니다. 제주 서귀포시 칵테일 쇼를 볼 수 있는 유일한 곳입니다. Lappy 가 보여주는 화끈하고 환상적인 칵테일 쇼, 크레이지 제이제이 에서 만나보세요. 인싸들만 간다는 그곳입니다. 크레이지 제이제이를 이제는 중문에서 만날 수 있습니다. 건전하게 칵테일을 즐길 수 있는 곳입니다. 매일 이벤트 칵테일 제공되며 9900원으로 온라인 다트 게임 가능한 매장입니다. 다양한 이벤트 및 콘텐츠로 고객님들을 맞이하겠습니다. 틈새식당, 덕짐중문점이 인접해 있습니다."
"주소","제주 서귀포시 천제연로207번길 1 2층"
"주소(도로명)","제주특별자치도 서귀포시 천제연로207번길 1"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 2007-4"
"대표번호","0507-1323-7448"
"영업시간","19:00-04:00"
"휴무일","셋째 월요일"
"취급메뉴","세븐레이어, 치즈플레이트"
"주차시설 유무","없음"
"리뷰키워드","술이 다양해요, 친절해요, 음악이 좋아요, 대화하기 좋아요, 혼술하기 좋아요"
