"관광타입","음식점"
"음식점명","모이세해장국 육개장,밀면,해장국"
"개요","생활의 달인 755회 방영한 맛집입니다. 생활의 달인이 전수해 준 육지식 고사리 육개장으로 깊고 진한 육수로, 타식당 제주식 고사리 육개장이랑 비교할 수 없는 음식 맛의 깊이를 느껴보세요. 모이세 해장국 공항 중앙점 밀면 판매 개시 2022년 5월 12일부터 10월 31일까지 저희 매장은 단체 손님, 단체 회식이 가능하도록 넓은 홀과 주차장이 구비되어 있습니다. 요술식탁, 모찌롱이 인접해 있습니다."
"주소","제주 제주시 관덕로6길 11"
"주소(도로명)","제주특별자치도 제주시 관덕로6길 11"
"주소(지번주소)","제주특별자치도 제주시 삼도이동 108-2"
"대표번호","0507-1396-3555"
"영업시간","06:00-20:00"
"휴무일","없음"
"취급메뉴","비빔밀면, 물밀면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 매장이 넓어요, 매장이 청결해요"
