"관광타입","음식점"
"음식점명","버거307 제주함덕점"
"개요","버거307 제주함덕점은 제주 최고 아름다운 함덕해수욕장 바로 앞에 위치하고 있으며, 바다를 바라보며 매일매일 직접 만들어내는 신선한 수제버거, 메뉴와 시원한 수제 맥주를 즐길 수 있는 공간입니다. 아름다운 자연 풍경과 감각적인 인테리어, 맛있는 메뉴들이 가득한 버거307 제주함덕점에 꼭 방문해 주시기 바랍니다. 망고레이, 에벤에셀호텔이 인접해 있습니다."
"주소","제주 제주시 조천읍 조함해안로 504 더스테이함덕호텔 1층 103호"
"주소(도로명)","제주특별자치도 제주시 조천읍 조함해안로 504"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1269-19"
"대표번호","0507-1414-5342"
"영업시간","10:00-01:00"
"휴무일","없음"
"취급메뉴","흑돼지불고기버거, 흑돼지매콤버거"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요"
