"관광타입","음식점"
"음식점명","네이처캔버스바베큐"
"개요","제주 서귀포 감귤밭에 있는 1960년대 지어진 감귤 저장용 돌창고를 개조하여 만든 비스트로 네이처캔버스입니다. 저온 훈연 조리한 텍사스식 바비큐에 6시간 끓여 만든 네이처캔버스만의 애플 바비큐 소스로 특별한 맛을 냈으며 바비큐 플래터에 쓰이는 모든 고기 요리는 손질부터 염지 숙성, 훈연과정까지 최소 2일에서 4일의 시간을 들여 완성합니다. 감귤밭 한가운데 위치한 제주식 돌창고에서 맛보는 미국식 정통 바비큐로 특별함을 더해보세요. 주문 시 직화 과정에 20분가량 소요되며 당일 준비된 고기가 소진되면 조기 마감하오니 방문 전 미리 예약하시길 권해드립니다. 전화 또는 네이버 예약을 이용해 주세요. 주차는 매장 내 주차장에 총 4대까지 가능하며 가게 맞은편 갓길 또한 주차가 가능합니다. 신례초등학교, 예촌민박, 제주미트하우스가 인접해 있습니다."
"주소","제주 서귀포시 남원읍 중산간동로 7129"
"주소(도로명)","제주특별자치도 서귀포시 남원읍 중산간동로 7129"
"주소(지번주소)","제주특별자치도 서귀포시 남원읍 신례리 829-5"
"대표번호","0507-1425-4858"
"영업시간","12:00-22:00"
"휴무일","매주 목요일, 금요일"
"취급메뉴","베이비백립 플래터, 하우스샐러드"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 인테리어가 멋져요, 친절해요, 특별한 메뉴가 있어요, 특별한 날 가기 좋아요"
