"관광타입","음식점"
"음식점명","수일통닭 제주한림점"
"개요","하루 전 미리 예약하시면 원하시는 편한 시간대에 따뜻한 치킨을 드실 수 있습니다. 저희 업체는 가족끼리 친구끼리 또는 연인끼리 오셔도 좋아요. 가게 앞에 바다와 비양도가 있어서 사진을 찍기에도 좋고 저녁노을이 지는 모습을 보며 치킨을 드실 수도 있습니다. 배달과 포장도 가능하고 근처 협재해수욕장과 금능해수욕장까지도 배달 가능합니다. 또한 생맥주 기계도 겸비되어 있어서 시원하게 맥주도 드실 수 있어요. 야외 테라스도 함께 있어서 야외에서도 즐기실 수 있답니다. 주차를 할 수 있는 공간도 넓어서 자가용을 타고 오셔도 넓은 공간에 주차를 할 수 있습니다. 제주협재하늘집, GS25 옹포중앙점이 인접해 있습니다."
"주소","제주 제주시 한림읍 한림로 475"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림로 475"
"주소(지번주소)","제주특별자치도 제주시 한림읍 옹포리 588-2"
"대표번호","0507-1348-9993"
"영업시간","11:00 - 22:30"
"휴무일","없음"
"취급메뉴","후라이드, 허니갈릭간장치킨"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 뷰가 좋아요, 주차하기 편해요"
