"관광타입","음식점"
"음식점명","노을안에풍차"
"개요","직접 잡은 돌돔을 포함한 다양한 어종 회가 있습니다. 불필요한 유통 마진을 없애 저렴한 금액으로 최상의 횟감을 제공하니 미리 전화 주세요. 제주 한경 맛집, 제주 테라스 맛집 등 제주 최고의 바다 전망을 자랑하는 노을안에풍차입니다. 해물 라면, 꼬막 비빔밥 등 전복 주먹밥이 인기가 많아 멀리서도 많은 발걸음을 해주시고 계십니다. 싱싱한 재료로 완성되는 다양한 요리 메뉴와 자연산 돌돔까지 있습니다. 영양 가득 식사로도 술안주로도 제격인 노을안에풍차 많이 찾아와주세요. 저녁에는 해가 지는 석양에  풍차가 돌아가는 경관을 자랑합니다. 테라스에서 커피, 팥빙수, 라면 가능합니다. 대형 버스와 단체 예약 전화 주세요. 용당어촌계복지회관, 용당어촌계공동창고, 영진수산이 인접해 있습니다."
"주소","제주 제주시 한경면 한경해안로 360 1층 노을안에풍차"
"주소(도로명)","제주특별자치도 제주시 한경면 한경해안로 360"
"주소(지번주소)","제주특별자치도 제주시 한경면 용수리 3891"
"대표번호","0507-1387-8400"
"영업시간","10:00-19:30/20:00"
"휴무일","없음"
"취급메뉴","해물라면, 꼬막비빔밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 인테리어가 멋져요, 가성비가 좋아요"
