"관광타입","음식점"
"음식점명","송악통갈치"
"개요","제주갈치조림. 제주중문갈치조림. 제주 산방산 갈치조림. 안녕하세요. 뛰어난 배산임수의 지형의 광활한 오션뷰와 마운틴뷰를 감상할 수 있는 송악통갈치 인사드립니다. 저희 식당은 멋진 경치에서 맛있는 제주 토속 음식을 드실 수 있는 곳이며 전복과 통갈치를 사용하여 만든 음식으로 유명합니다. 또한 사전에 미리 만들지 않고 제주 토속 음식의 정직함을 보여드리기 위하여 주문과 동시에 조리를 하기 때문에 항상 신선하고 정갈한 음식을 접할 수 있습니다. 제주산 갈치만을 들여와 직접 발라드리는 통갈치 구이와 길다란 통갈치 조림은 한번 맛보게 되면 다른 갈치들은 시시해질 정도로 매력있는 메뉴입니다. 모든 세트류에는 전복물회와 돔베고기, 간장게장이 같이 나가기 때문에 식사와 안주 어느 것 하나 빠지지 않고 모두 즐기실 수 있습니다. 커다란 매장은 다양한 좌석을 보유하고 있으며 화이트와 내츄럴 소재로 보다 환한 인테리어의 분위기로 찾아오시는 분들에게 편안한 식사 자리를 제공하고 있습니다. 또한, 푸르른 제주 앞바다의 모습을 소담하게 담고 있으며 창가를 통해 속이 뻥 뚫리는 경관을 감상 할 수 있습니다. 전화문의 064 792 7776 영업시간 월요일부터 일요일, 11시부터 20시까지, 19시 라스트오더. 격주 수요일 휴무. 운진항, 하모해수욕장이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 형제해안로 322 2층"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 형제해안로 322"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 상모리 133"
"대표번호","0507-1404-7798"
"영업시간","11:00 - 20:00"
"휴무일","격주 수요일"
"취급메뉴","통갈치 조림, 왕갈치 조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 뷰가 좋아요, 매장이 청결해요"
