"관광타입","음식점"
"음식점명","해송수산물회센타"
"개요","히밥세끼 제주도편에 소개되었습니다. 방문해 주셔서 감사합니다. 동절기 홀은 10시까지, 회포장은 10시까지 운영합니다. 2017년도 제주도 횟집 중 유일하게 소비자 만족 대상을 수상한 맛집입니다. 소비자 만족 대상은 위생과 맛, 인지도 등을 평가하여 시상을 하는데, 제주도 횟집 중에서는 대표로 이 상을 수상하였습니다. 회코스에서 골드 코스 이상은 랍스터가 나옵니다. 2인 이상이면 관계없이 코스로 드실 수 있어서 경제적인 식사가 가능합니다. 스끼다시는 계절에 맞는 해산물만 사용하기 때문에 사진과는 달라질 수 있습니다. 스끼다시가 제주도에서 제일 잘 나옵니다. 1차로 밑반찬, 게장, 고등어회, 갈치회 다양한 해물까지가 나오고, 2차로 메인 회, 3차로 따뜻한 음식이 나옵니다. 애월에서 가장 큰 횟집입니다. 100명이 한 번에 식사하실 수 있습니다. 다른 어느 업체보다 깨끗한 위생, 서비스가 돋보이는 업체입니다. 제주도 3대 횟집 중에 하나입니다. 애월 카페 거리랑도 걸어서 5분이기 때문에 식사한 후에 카페에 들리기도 좋습니다. 오전 11시에서 오후 22시까지 영업하십니다. 첫째 주, 셋째 주 수요일은 휴무이며, 둘째 주, 넷째 주 수요일은 오후 3시 오픈합니다. 실크로드라이브, 치킨샵이 인접해 있습니다."
"주소","제주 제주시 애월읍 애월로11길 23"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월로11길 23"
"주소(지번주소)","제주특별자치도 제주시 애월읍 애월리 1819-30"
"대표번호","010-7147-1662"
"영업시간","11:00/15:00 - 22:00/22:30"
"휴무일","첫째, 셋째 수요일"
"취급메뉴","광어, 참돔"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 가성비가 좋아요, 매장이 청결해요"
