"관광타입","음식점"
"음식점명","주야진"
"개요","해림가든이 인접하고 있습니다. 신선한 재료와 정성껏 수일간 우려낸 육수를 사용합니다. 오로시 작업부터 감칠맛을 살려주는 숙성 작업까지 합니다. 맛있는 음식이 있는 주야진이 있어 입이 즐겁고 파도 소리, 사람들 웃는 소리, 음식 만드는 소리로 귀가 즐겁고 청정 제주 맑은 공기로 코가 즐겁고 올레 5코스, 위미항, 서연의 집, 동백 군락지, 벚꽃, 코코몽 에코파크, 휴애리, 쇠소깍, 사려니숲길 등 많은 볼거리가 많아 눈이 즐겁고 눈, 코, 입, 귀가 즐거운 주야진입니다. 맛있는 식사와 안주, 술로 일상과 여행의 퀄리티를 업 기분을 업 시키세요."
"주소","제주 서귀포시 남원읍 위미중앙로 199 1층 주야진"
"주소(도로명)","제주특별자치도 서귀포시 남원읍 위미중앙로 199"
"주소(지번주소)","제주특별자치도 서귀포시 남원읍 위미리 1768-3"
"대표번호","0507-1342-5576"
"영업시간","17:00-24:00"
"휴무일","매주 월요일"
"취급메뉴","주야진 짬뽕전골, 통문어튀김"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 특별한 메뉴가 있어요, 매장이 청결해요"
