"관광타입","음식점"
"음식점명","흑본오겹 함덕점"
"개요","함덕 해수욕장 근처에 위치한 제주 함덕 흑돼지 맛집 흑본오겹은 최상급 제주 흑돼지와 제주산 생고기만을 사용합니다. 최상급 비장탄숯 직화구이 방식으로 열탄, 연탄, 코팅 팬에서 나오는 유해 물질 걱정 없이 최고의 고기 맛을 보장합니다. 황동 불판을 사용하여 불순물이 묻어나지 않고 열전도율이 높아 빠르고 맛있게 고기를 구워냅니다. 히말라야 핑크 솔트는 80여 가지 미네랄 성분을 함유하고 있으며 미세 플라스틱 걱정 없이 돼지고기 본연의 맛을 즐길 수 있습니다. 제주 공항점 오픈으로 제주 함덕 맛집을 넘어 제주도 최고의 흑돼지 맛집으로 거듭나는 흑본오겹에서 특별한 흑돼지 이야기를 경험하세요. 공작흑돼지, 스냅비치나, GS칼텍스가 인접해 있습니다."
"주소","제주 제주시 조천읍 신북로 454"
"주소(도로명)","제주특별자치도 제주시 조천읍 신북로 454"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 3039-1"
"대표번호","0507-1327-7810"
"영업시간","13:30-22:30"
"휴무일","공휴일"
"취급메뉴","제주생갈비, 제주꽃목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 매장이 청결해요"
