"관광타입","음식점"
"음식점명","월정리 해녀식당 구좌김녕세화본점"
"개요","아침 8시부터 운영하니 아침식사 가능합니다. 월정리해녀식당입니다. 네비게이션 검색 시 월정리 해녀식당으로 나오지 않으면 월정해녀식당으로 검색하시면 됩니다. 해녀가 직접 잡아온 제주산 싱싱한 해산물로 고객님께 대접합니다. 월정리 유일하게 통은갈치조림을 드실 수 있으며 그 외 통갈치구이, 은갈치조림 등 다양한 갈치요리와 전복해물뚝배기, 각종 물회 등 제주도 향토음식을 한 자리에서 경험하실 수 있습니다. 월정리해수욕장 바로 앞에 위치해 있어서 맛있는 식사도 하시고 아름다운 월정리해변도 즐겨보세요. 월정리해변, 포구식당이 인접해 있습니다."
"주소","제주 제주시 구좌읍 해맞이해안로 434"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해맞이해안로 434"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 월정리 648"
"대표번호","0507-1343-6644"
"영업시간","08:00-21:00"
"휴무일","전화문의"
"취급메뉴","통갈치조림, 전복해물뚝배기"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 주차하기 편해요, 가성비가 좋아요"
