"관광타입","음식점"
"음식점명","더더식당"
"개요","제주시 애월 구엄에 위치한 저희 더더는 자연을 테마로 한 음식점입니다. 텃밭에서 직접 재배한 싱싱한 야채와 청정 제주산 돼지고기를 재료로 음식을 제공하고 있습니다. 점심, 저녁 식사하러 더더로 오세요. 넓고 쾌적한 주차공간은 덤입니다. 초보 운전도 쉽게 주차할 수 있습니다. 애월 더더 메뉴는 두루치기, 닭볶음탕, 제육볶음, 멸치국수, 비빔국수, 닭 날개, 먹태입니다. 곧 청정 제주 흑돼지 삼겹살도 추가할 예정이오니 많은 관심 부탁드립니다. 구엄초등학교, 한국수산이 인접해 있습니다."
"주소","제주 제주시 애월읍 엄장로 16"
"주소(도로명)","제주특별자치도 제주시 애월읍 엄장로 16"
"주소(지번주소)","제주특별자치도 제주시 애월읍 신엄리 753-1"
"대표번호","0507-1344-1612"
"영업시간","11:00 - 21:00"
"휴무일","매주 일요일"
"취급메뉴","두루치기, 제육볶음"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 가성비가 좋아요"
