"관광타입","음식점"
"음식점명","칠돈가 성산흑돼지"
"개요","연탄구이, 편백나무 숙성으로 새롭게 시작하는 제주도 흑돼지 맛집 칠돈가 성산일출봉점입니다. 100퍼센트 제주도 흑돼지만을 사용하며, 맛도 좋아 성산 일출봉에서 유명한 흑돼지 맛집입니다. 성산일출봉, 섭지코지, 용눈이오름, 아쿠아 플라넷, 광치기 해변, 우도 등 유명 관광지가 가까이 있습니다. 후식으로 우도 땅콩 아이스크림을 판매하고 있으며, 우도에서 먹는 것보다 땅콩도 가득 들어가 있고, 아이스크림 양도 많아 칠돈가 성산점의 또 다른 별미로 유명합니다. 듬삭헌국밥집, 성산갈치맛집이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 한도로 80 칠돈가 성산점"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 한도로 80"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 오조리 338-1"
"대표번호","0507-1364-7814"
"영업시간","13:00-22:00"
"휴무일","전화문의"
"취급메뉴","제주흑돼지 목살, 제주흑돼지 오겹살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 주차하기 편해요, 특별한 메뉴가 있어요"
