"관광타입","음식점"
"음식점명","창흥상회편의점포차 "
"개요","아버지는 어렵고 힘들었던 그 시절 1966년 작지만 큰 상점 창흥 상회를 만들었습니다. 7남매를 키워온 아버지 어머니 힘든 시절에 모든 생필품과 소주 한 잔을 할 수 있었던 그 곳 창흥상회 가 현대식으로 업그레이드되어, 편의점과 상점이라는 공간을 넘어 편안한 인생 술집으로 다시 태어났습니다. 술 한잔의 아늑한 공간 인생 술집 김강은 하이킹 아티스트 3박 4일간 방문하여 벽화를 그려준 당시 모습을 재현했습니다. 텐트 포차, 야외 포차, 편의점 포차 놀이공간 재미있는 공간을 만듭니다. 창흥상회, 제주보물섬 부동산이 인접해 있습니다."
"주소","제주 서귀포시 중산간동로 8052"
"주소(도로명)","제주특별자치도 서귀포시 중산간동로 8052"
"주소(지번주소)","제주특별자치도 서귀포시 서홍동 267-2"
"대표번호","0507-1410-2230"
"영업시간","17:30 - 24:00"
"휴무일","매주 수요일"
"취급메뉴","닭한마리푸짐한묵은지찌개, 가마솥백숙"
"주차시설 유무","있음"
"리뷰키워드","가성비가 좋아요, 단체모임 하기 좋아요, 음식이 맛있어요, 특별한 메뉴가 있어요, 특별한 날 가기 좋아요"
