"관광타입","음식점"
"음식점명","괴기"
"개요","안녕하세요. 함덕해수욕장 근처에 위치한 함덕 흑돼지 숯불구이 제주괴기입니다. 제주 함덕 소노벨 리조트 바로 맞은편에 위치하였으며, 함덕해수욕장에서도 걸어서 5분 거리입니다. 네이버에서 제주괴기를 검색하시면 쉽게 찾으실 수 있습니다. 저희 제주괴기는 아이들과 함께 즐길 수 있는 고깃집 비전을 갖고 오시는 손님분들에게 최선을 다해 만족스러움을 드리려고 노력하고 있습니다. 특히 모래썰매, 모래놀이, 장난감 등을 비치하여 아이들이 신나게 놀 수 있고 부모님은 편하게 고기를 드실 수 있게 준비했습니다. 감성적인 인테리어와 야외 정원은 저희 괴기만의 특별함입니다. 맛있는 흑돼지, 편안한 서비스를 드리겠습니다. 제주도에서 가장 맛있고 특별한 흑돼지집 제주괴기입니다. 함덕초등학교, 헤세드영어, 초원흑돼지가 인접해 있습니다."
"주소","제주 제주시 조천읍 신북로 592 1층"
"주소(도로명)","제주특별자치도 제주시 조천읍 신북로 592"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 954-12"
"대표번호","0507-1465-0592"
"영업시간","14:00-23:00"
"휴무일","매주 수요일"
"취급메뉴","뼈삼겹, 흑목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 인테리어가 멋져요, 매장이 넓어요, 특별한 메뉴가 있어요"
