"관광타입","음식점"
"음식점명","정이가네"
"개요","국밥이 보약 24시간 오직 사골과 반골로만 정성껏 우려낸 진한 국물로 만드는 정이가네 소 한마리 국밥입니다. 양지, 업진살, 갈비살, 차돌박이가 국밥 한 그릇에 담겨져 있는 단백질이 풍부한 건강한 맛, 다양한 맛을 느낄 수 있는 재미있는 맛을 선사합니다. 따스한 정이 가득한 정이가네로 오세요. 건물 뒤편에 주차장 완비되어 있습니다. 그린정형외과의원, 초록마을 제주서귀포점이 인접해 있습니다."
"주소","제주 서귀포시 일주동로 8542"
"주소(도로명)","제주특별자치도 서귀포시 일주동로 8542"
"주소(지번주소)","제주특별자치도 서귀포시 동홍동 497-1"
"대표번호","064-762-9868"
"영업시간","09:00 - 20:00"
"휴무일","매주 수요일"
"취급메뉴","소한마리 국밥, 왕갈비탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 친절해요, 가성비가 좋아요, 재료가 신선해요"
