"관광타입","음식점"
"음식점명","jival"
"개요","한판 양식으로 운영되고 있는 애월 맛집입니다. 바다가 보이는 레스토랑 지발입니다. 제주 애월 해안 도로에 위치해 있으며, 모든 음식은 한 판 양식으로 수제로 정성을 담아 만들고 있으며, 소중한 가족들과 연인 모두가 즐기실 수 있는 메뉴로 구성되어 모든 인연들과의 추억, 그리고 앞 바닷가의 경치를 즐기며 맛있는 음식들과 함께 편안한 분위기를 즐겨보세요. 호텔 쉐프 출신 사장님이 운영을 하여 믿고 드실 수 있도록 준비되어 있습니다. 차량 20대 동시 주차 가능한 주차장과 함께 단체석 룸도 따로 준비되어 있으며 남, 여 화장실이 따로 준비되어 쾌적하게 사용하실 수 있어요. 자세한 내용 문의는 업장으로 전화 주시면 친절히 도와드리겠습니다. 보헤미안 애월, 제주돈아 고내점이 인접해 있습니다."
"주소","제주 제주시 애월읍 애월해안로 212"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월해안로 212"
"주소(지번주소)","제주특별자치도 제주시 애월읍 고내리 1213"
"대표번호","0507-1485-5050"
"영업시간","12:00 - 21:00"
"휴무일","매주 수요일"
"취급메뉴","새우볶음밥, 해산물 짬뽕 파스타"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 재료가 신선해요, 특별한 메뉴가 있어요"
