"관광타입","음식점"
"음식점명","중문솥뚜껑"
"개요","안녕하세요. 중문관광단지에 위치한 중문 솥뚜껑입니다. 제주컨벤션센터 3분 거리 주상절리대 산책로와 근접해있으며 뷰가 너무 멋진 야외테라스 힐링 되는 곳입니다. 워터에이징, 청정 제주 바닷물로 숙성하여 특별한 맛을 들입니다. 고사리 김치 각종 야채를 한판 가득 올려 든든한 식사하세요. 흑돼지를 맛보세요. 정성을 다하겠습니다. 아프리카 박물관, 대포항이 인접해 있습니다."
"주소","제주 서귀포시 이어도로 81 중문솥뚜껑"
"주소(도로명)","제주특별자치도 서귀포시 이어도로 81"
"주소(지번주소)","제주특별자치도 서귀포시 대포동 2530"
"대표번호","0507-1322-8131"
"영업시간","12:00 - 22:00"
"휴무일","전화문의"
"취급메뉴","흑돼지두루치기, 통오징어"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 주차하기 편해요, 재료가 신선해요, 매장이 넓어요"
