"관광타입","음식점"
"음식점명","제주손칼국수냉면전문점"
"개요","저희 제주 손칼국수 냉면 전문점의 해물칼국수는 일반 음식점에서 느낄 수 없는 깊은 맛을 자랑하며 특별한 맛으로 손님 여러분을 모시고 있습니다. 외지에서도 손님이 많이 찾아오고 있으며 오시는 분들께 맛있는 해물칼국수를 제대로 대접해 드리기 위해 노력하고 있습니다. 제주 손칼국수 냉면 전문점에서 음식의 참 맛을 느껴보세요. 최고의 맛으로 모시겠습니다. 감사합니다. 금강, 아씨방가구총판이 인접해 있습니다."
"주소","제주 서귀포시 일주동로 8599"
"주소(도로명)","제주특별자치도 서귀포시 일주동로 8599"
"주소(지번주소)","제주특별자치도 서귀포시 동홍동 640-2"
"대표번호","064-763-3331"
"영업시간","11:00 - 22:00"
"휴무일","없음"
"취급메뉴","해물칼국수, 바지락칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 재료가 신선해요, 가성비가 좋아요, 매장이 넓어요"
