"관광타입","음식점"
"음식점명","고기다 성산흑돼지"
"개요","고기다는 100퍼센트 제주산 돼지고기만 판매합니다. 국내산 및 수입산 판매 시 고객님들께 300퍼센트 보상 후 문 닫겠습니다. 고기다에는 특별한 메뉴가 있습니다. 항아리 흑돼지 근고기입니다. 항아리에서 170도 온도로 2시간 동안 참나무로 훈연하여 판매합니다. 흑돼지 고유의 부드러움과 육즙을 동시에 즐기실 수 있습니다. 성산일출봉, 섭지코지, 제주 성산 지역 왕복 픽업 서비스를 운영하고 있습니다. 편하게 이용해 주세요. 고기다는 참숯 비장탄만 사용합니다. 제주 흑돼지의 진정한 맛은 참숯과 만났을 때 맛이 배가 됩니다. 아쿠아플라넷 제주, 제주성산골든튤립호텔, 더베스트제주성산호텔이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 일출로 32-16"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 일출로 32-16"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 고성리 350-1"
"대표번호","0507-1373-8850"
"영업시간","11:30-23:00"
"휴무일","첫째, 셋째 월요일"
"취급메뉴","흑돼지 오겹살, 흑돼지 목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 고기 질이 좋아요, 매장이 넓어요"
