"관광타입","음식점"
"음식점명","명호마농갈비 중문점"
"개요","제주산 한우 마농 갈비 전문 입니다. 마농 갈비는 특별한 날 특별한 자리, 특별했던 우리의 그 음식, 한우갈비입니다. 1900년대 이전에는 갈비를 짝으로만 팔았기 때문에, 큰 잔치가 아니면 먹기 어려웠던 귀한 음식이었었습니다. 그 시절 그때의 마음으로, 짝 갈비를 직접 손수 작업하여, 잔칫상에 올리는 즐거운 마음으로 손님상에 올리겠습니다. 평범한 날을 특별하게 만들어줄 명호 마농 갈비입니다. 저희 집은 오직 1플러스 등급 이상의 제주산 한우 짝 갈비만을 판매합니다. 35킬로그램 가량의 엄선된 한우 짝 갈비를 직접 발굴 손질하여 30년 전통의 마늘 즉석 양념의 맛을 제주산 좋은 한우에 풀어봤습니다. 한우 짝 갈비란  한우 양쪽 갈빗대를 말하며  발굴 과정 중 가장 까다롭지만 최상의 맛을 가진, 갈빗살, 없진 살, 살치살, 안창살을 포함하고 있습니다. 안창살만 따로 팔고 나머진 다 그냥 썰어드리겠습니다. 작업량과 가격에 비해 낮은 판매 수율을 가진 짝 갈비는 일반적으로 높은 가격에 판매되지만 명호 갈비에서는 반찬 간소화로 직접 발굴  손질을 통한 비용 절감으로 1플러스 등급이상의 신선한 한우짝갈비를 부담없는 가격에 제공할것을 약속드립니다. 공간이 협소하여 4인 이상은 예약 부탁드립니다. 스테이인터뷰 제주, 바다공인중개사가 인접해 있습니다."
"주소","제주 서귀포시 중문관광로 289 명호마농갈비"
"주소(도로명)","제주특별자치도 서귀포시 중문관광로 289"
"주소(지번주소)","제주특별자치도 서귀포시 대포동 1696"
"대표번호","0507-1415-8985"
"영업시간","12:00-22:00"
"휴무일","없음"
"취급메뉴","마농갈비, 생안창살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 특별한 메뉴가 있어요"
