"관광타입","음식점"
"음식점명","제주한면가"
"개요","제주 청년이 제주의 별을 보며 꿈을 그립니다. 고기 국수 한 그릇이라도 제주도민들뿐만 아니라 제주를 찾는 모든 관광객분들께 전통을 따르는 최고의 맛과 서비스, 찾아오는 재미, 눈에 보이는 즐거움, 그리고 진심과 정성, 열정이 담긴 아름다운 제주 전통 고기 국숫집을 보여드리고 싶었습니다. 초심, 열정, 혼신으로 제주한면가에서 올리는 국수 한 그릇을 통해, 작지만 즐겁고 소중한 추억을 아름다운 제주에서 만드실 수 있으면 좋겠습니다. 선흘리락선동복지회관, 감협선흘작목반선과장, 선흘복지회관이 인접해 있습니다."
"주소","제주 제주시 조천읍 북선로 373"
"주소(도로명)","제주특별자치도 제주시 조천읍 북선로 373"
"주소(지번주소)","제주특별자치도 제주시 조천읍 선흘리 2503-9"
"대표번호","064-782-3358"
"영업시간","10:30-15:30"
"휴무일","매주 수요일"
"취급메뉴","제주 전통 흑돼지 고기국수, 제주보말 비빔국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 매장이 청결해요, 재료가 신선해요, 특별한 메뉴가 있어요"
