"관광타입","음식점"
"음식점명","제주협재 바다해찬"
"개요","청정 제주 바다에서 해녀 어머니가 어릴 적부터 물질로 잡으신 해산물로 요리를 해주셨고 그 맛을 그대로 전수받아 바다해찬 해산물 전문점을 만들었습니다. 저희 바다해찬에서는 다양한 제주 식자재와 신선한 해산물을 제주스럽게 해석해 제주의 특별한 맛을 나누어드립니다. 저희 바다해찬을 방문해 주신 모든 분들께 합리적인 가격과 신선한 음식을 제공하고자 다양한 메뉴와 세트 메뉴들과 함께 다양한 먹거리를 선보이고 있습니다. 제주 바다의 맛을 한번 느껴보시고 좋은 추억 만드시길 바라겠습니다. 수평선펜션, 맘스터치 협재점이 인접해 있습니다."
"주소","제주 제주시 한림읍 한림로 326"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림로 326"
"주소(지번주소)","제주특별자치도 제주시 한림읍 협재리 2514-28"
"대표번호","0507-1367-6261"
"영업시간","09:00 - 22:00"
"휴무일","없음"
"취급메뉴","물회, 보말전복 칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 가성비가 좋아요"
