"관광타입","음식점"
"음식점명","토니버거 제주영어교육도시점"
"개요","건강한 맛있는 버거를, 멋진 공간에서 만나볼 수 있는 곳 바로 TONY BURGER입니다. TONY BURGER는 바쁜 현대인의 건강, 맛과 멋을 책임지는 버거 브랜드입니다. 건강을 걱정하는 사람들을 안심하게 해주자. 버거가 먹고 싶은 사람들을 행복하게 해주자.이러한 생각으로 건강한 버거를 만드는 7명의 TONY들이 모여 TONY BURGER가 탄생했습니다. 페리카나, 베니히룸이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 에듀시티로 238 남영 에듀 클래스 B동 105호"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 에듀시티로 238"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 보성리 산 1-16"
"대표번호","064-792-7222"
"영업시간","10:30 - 22:00"
"휴무일","없음"
"취급메뉴","치즈 쓰리스타버거, 투빅 허니갈릭 버거"
"주차시설 유무","없음"
"리뷰키워드","없음"
