"관광타입","음식점"
"음식점명","BHC치킨 도남점"
"개요","반갑습니다. 항상 고객님에게 최고의 맛을 제공하기 위해 끊임없이 노력하고 있는 BHC입니다. 저희는 항상 새롭고 차별화된 메뉴를깨끗하고 맛있게 조리하여친절하게 제공해 드리며이를 통한 고객님들의 만족을 최우선으로 생각합니다. 앞으로도 고객님들의 변함 없는 관심과 사랑에 보답하기 위해 더 좋은 맛과 서비스를 제공하고자 노력하며고객님의 건강과 행복을 책임진다는 사명감을 갖고 더욱더 발전해 나아가도록 노력 하겠습니다. 앞으로도 많은 이용 부탁드립니다. 본가, 성호백록아파트가 인접해 있습니다."
"주소","제주 제주시 도남로 103"
"주소(도로명)","제주특별자치도 제주시 도남로 103"
"주소(지번주소)","제주특별자치도 제주시 도남동 66-2"
"대표번호","0504-3139-6687"
"영업시간","12:00 - 24:00"
"휴무일","전화문의"
"취급메뉴","뿌링클, 바삭클"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 매장이 청결해요, 매장이 넓어요, 재료가 신선해요"
