"관광타입","음식점"
"음식점명","조르지네이상한가게 "
"개요","일 끝나고 살짝 배도 고프고 술도 고픈 날에 편하게 마실 수 있는 심야 술집이고 싶습니다. 혼자 운영하는 작은가게에요. 편하게 찾아 주시면 감사하겠습니다. 제주 서귀포시 구 시가지에 위치하고 있어요. 주소는 서귀포시 서귀동 326 25번지 서문로28번길 3 이구요. 바로 근처에 밤에 무료로 운영하는 공영 주차장도 있고 시내권이라 대리운전도 잘 오시니 편하게 찾아 오셔도 될 듯 합니다. 공영 주차장은 밤 6시부터 아침 9시까지 무료입니다. 버스편도 가까워요. 천지건강원이 인접해 있습니다. "
"주소","제주 서귀포시 서문로28번길 3"
"주소(도로명)","제주특별자치도 서귀포시 서문로28번길 3"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 326-25"
"대표번호","010-7160-4146"
"영업시간","19:00 - 04:00"
"휴무일","없음"
"취급메뉴","닭고기스튜, 오늘의 파스타"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 인테리어가 멋져요, 특별한 메뉴가 있어요, 술이 다양해요"
