"관광타입","음식점"
"음식점명","한일수산횟집 "
"개요","안녕하세요. 한일 수산횟집입니다. 저희 한일 수산횟집은 음식을 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 고객님의 미각을 만족시켜 드립니다. 정직한 식재료와 바른 조리법으로 맛을 살리려 노력합니다. 항상 신선하고 연구 개발된 식단으로 여러분을 찾아뵙겠습니다. 언제나 내 가족이 먹는다는 생각으로 정직하고 깨끗하게 정성을 다하는 저희 업소를 찾아주십시오. 한일 수산횟집의 자부심을 걸고 최고의 만족을 드릴 수 있도록 노력하겠습니다. 감사합니다. 미리네국수, 고운부부치과의원이 인접해 있습니다."
"주소","제주 서귀포시 홍중로 3"
"주소(도로명)","제주특별자치도 서귀포시 홍중로 3"
"주소(지번주소)","제주특별자치도 서귀포시 서홍동 442-14"
"대표번호","064-732-9619"
"영업시간","16:00 - 22:00"
"휴무일","없음"
"취급메뉴","다금바리, 돌돔"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 가성비가 좋아요"
