"관광타입","음식점"
"음식점명","중문한그릇 제주도 서귀포 본점"
"개요","제주도 맛집 해산물과 돼지고기로 질려갈 때 쯤, 간단한 한끼 식사로 안성맞춤인 중문 한그릇을 소개합니다. 중문관광단지에 위치한 자가제면소 중문한그릇은 24시간 숙성시킨 반죽에 정제된 물과 프리미엄급 신안소금 외의 어떠한 첨가물이 들어가지 않은 건강한 우동면을 만듭니다 신선한 제주 식재료로 맛을 낸 정성스런 한그릇을 대접합니다. 1. 육수에 사용되는 표고버섯은 한라산 중산간 노지에서 자란 그윽한 향이 일품인 무농약 유기농 표고버섯을 사용. 2. 제주 프리미엄 흑돼지로 만든 저온숙성시킨 등심돈까스!!3. 중문한그릇의 단골메뉴!-현지인 카레맛집 NO.1중문한그릇의 카레는 제주산 흑돼지를 베이스로 2시간이상 끓여낸 8가지 채수로 담백하면서도 깊고 진한 풍부한 식감을 즐길수 있습니다. 깔끔하고 모던한 분위기의 매장으로 가족, 연인들과 정갈한 한끼 식사 어떠신가요. 매장 앞 넓은 주차공간, 편하게 주차하세요. 감사이벤트로 모든 식사주문시 캔음료수 매실을 제공해 드리고 있습니다 마지막 한입까지도 개운하게.기분 좋은 한끼 식사가 되도록 정성을 다하겠습니다. 다음에도 재방문을 해주실 수 있도록 변함없는 서비스와 친절한 응대로 맛, 청결, 친절로 3가지를 만족하실 수 있는 매장이 되도록 노력하겠습니다. 감사합니다. 칠돈가, 여미지식물원이 인접해 있습니다."
"주소","제주 서귀포시 중문관광로 9 중문한그릇 제주도 서귀포 본점"
"주소(도로명)","제주특별자치도 서귀포시 중문관광로 9"
"주소(지번주소)","제주특별자치도 서귀포시 색달동 2314-1"
"대표번호","064-739-0707"
"영업시간","11:00 - 16:00"
"휴무일","매주 수요일"
"취급메뉴","붓가케우동, 흑돼지돈까스"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 재료가 신선해요, 가성비가 좋아요"
