"관광타입","음식점"
"음식점명","삼무공원흑돼지"
"개요","가장맛있는 숙성기간을 정하여 손님께 제주도산 돼지고기의 풍부한육즙과 부드러운 식감으로 맛보여드립니다. 또한 솥뚜껑에 구워먹는 숙성고기의 맛은 잊을 수 없는 맛 일 거에요. 제주도에 놀러오신 관광객분들이 잊지않고 또 찾아주시는 그 이유는 진짜 고기를 맛있게 드셨을꺼라 생각합니다. 제주도 할머니가 담궈주시는 김치와 고기를 맛있게 드시고 또 찾아주세요. 나고야일식, 유카페가 인접해 있습니다."
"주소","제주 제주시 신대로10길 42"
"주소(도로명)","제주특별자치도 제주시 신대로10길 42"
"주소(지번주소)","제주특별자치도 제주시 연동 270-13"
"대표번호","0507-1403-0339"
"영업시간","11:00 - 23:00"
"휴무일","없음"
"취급메뉴","흑돼지생고기, 제주산생고기"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 재료가 신선해요, 가성비가 좋아요"
