"관광타입","음식점"
"음식점명","옹포별장가든 한림협재본점"
"개요","3대째 내려오는 집입니다. 넓은 정원에 수령 100년이 넘는 수십 그루의 거목이 있어 풍경과 맛이 어우러진 집으로 관광객은 물론 징역 주민들도 즐겨 찾는 곳이며, 옹포별장가든에만 있는 선인장 김치, 귤 김치를 맛보실 수 있습니다. 해방 직후 김구 선생, 이승만 대통령, 박정희 대통령, 전두환 대통령, 박근혜 대통령, 현 문재인 대통령님까지 많은 유명 인사들이 찾는 유서 깊은 집입니다. 옹포석재장의사, 카페유주가 인접해 있습니다."
"주소","제주 제주시 한림읍 한림상로 24"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림상로 24"
"주소(지번주소)","제주특별자치도 제주시 한림읍 옹포리 314-2"
"대표번호","0507-1355-3146"
"영업시간","11:00 - 21:00"
"휴무일","없음"
"취급메뉴","전복돌솥밥, 은갈치조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 주차하기 편해요, 특별한 메뉴가 있어요"
