"관광타입","음식점"
"음식점명","돔베집 "
"개요","평점 리뷰 광고 안 받습니다. 올레시장에 유일하게 있는 돔베고기튀김 입니다. 고기 재단 부터 시어링, 삶기, 튀기기 까지 손수 작업하고 있으며, 정성이 안 들어 가는 곳이 없는 음식입니다. 고기 중량은 250에서 300g 하고 있으며, 고기의 잡내를 잡기 위해 펜에 시어링 후 특별 육수에 고기를 삶아내고 있습니다. 여러 번에 실패 속에 완성된 음식인 만큼 맛으로는 최고라고 자부할 수 있습니다. 전국 어디에서도 맛볼수 없는 오직 제주 서귀포 올레시장에서만 드셔보실 수 있는 특별한 음식 소중한 여행에 감칠 맛을 더 해줄수 있는 맛있는 음식, 처음부터 끝까지 손수 작업하는 정성이 담긴 음식, 올레시장 돔베집에서 맛보시길 추천 드립니다. 올레시장 4번 출구에서 10 M 안 쪽 만남의 광장 맞은 편 돔베집  올레시장 야시장에 위치해 있으며, 올레시장 우정회센터 바로 옆에 위치 하고 있습니다. 새우야, 비어수다가 인접해 있습니다. "
"주소","제주 서귀포시 중정로61번길 20"
"주소(도로명)","제주특별자치도 서귀포시 중정로61번길 20"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 276-19"
"대표번호","0507-1353-4858"
"영업시간","14:00/17:00-21:00"
"휴무일","매주 수요일 "
"취급메뉴","마농돔베튀김, 오겹살수육튀김 "
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 가성비가 좋아요, 재료가 신선해요"
