"관광타입","음식점"
"음식점명","갈치요리 전문점 뜰에"
"개요","제주 갈치 요리 전문점 뜰에입니다. 단체석, 예약 가능합니다. 갈치조림, 통 갈치구이와 더불어 높은 퀄리티의 회 세트까지 제공하고 있습니다. 통 갈치구이와 갈치조림 말고도 제주도에서도 흔하게 보기 힘든 딱새우 세트와 호불호 없이 전 국민이 모두 좋아하시는 고등어조림, 제주산 흑돼지 묵은지 전골 세트도 판매하고 있습니다. 음식 하나를 하더라도 정성을 다해하고 최선의 서비스로 대접하겠습니다. 감사합니다. 치킨샵, 더부쳐가 인접해 있습니다."
"주소","제주 제주시 애월읍 애월로11길 23-1"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월로11길 23-1"
"주소(지번주소)","제주특별자치도 제주시 애월읍 애월리 1819-39"
"대표번호","064-799-1479"
"영업시간","10:30 - 20:30"
"휴무일","없음"
"취급메뉴","갈치조림, 통갈치구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 가성비가 좋아요, 재료가 신선해요, 매장이 청결해요"
