"관광타입","음식점"
"음식점명","황부정"
"개요","제주도 향토음식 전문점 황부정입니다. 상호는 황부정, 제주 천안삼거리로 간판이 2개라 헷갈리시죠. 옛날 조선시대부터 한양에서 경상도와 전라도로 내려가기 위해서는 반드시 거쳐야 하는 삼거리 대로가 천안삼거리였습니다. 제주도에 오시면 꼭 저희 황부정에 들러 제주도 본토의 음식을 맛보고 가셨으면 하는 의미에서 바깥에 간판을 제주 천안삼거리로 표시 해놨습니다. 저희 황부정은 제주도에서 자랑하는 해산물과 고사리 같은 나물과 젓갈로 채워지는 제주도 가정식 한상차림으로 여러분께 제주도의 맛을 보여드리겠습니다. 저희 제주 천안삼거리는 매일 아침과 새벽에 그날 판매할 재료만 들여와 판매를 하다 보니 재료가 모두 소진되면 영업을 조기 종료하게 됩니다. 꼭 오시기 전에 연락을 주시면 감사하겠습니다. 그리고 해물 보쌈의 경우 주문이 들어올 때마다 조리를 시작해서 방문하시기 1시간 전에 미리 전화를 주시면 감사하겠습니다. 항상 좋은 재료로 더욱 많은 분들에게 제주도의 향토음식을 제공해 드리고 싶은 마음으로 항상 변하지 않겠습니다. 에코랜드테마파크, 탐라승마장, 에코승마아카데미가 인접해 있습니다."
"주소","제주 제주시 조천읍 비자림로 1065"
"주소(도로명)","제주특별자치도 제주시 조천읍 비자림로 1065"
"주소(지번주소)","제주특별자치도 제주시 조천읍 교래리 39-3"
"대표번호","064-783-9800"
"영업시간","09:00-20:00"
"휴무일","없음"
"취급메뉴","흑돼지 통문어새우두루치기, 뼈없는 제주은갈치조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 주차하기 편해요, 재료가 신선해요, 가성비가 좋아요"
