"관광타입","음식점"
"음식점명","산지해장국 서귀포점"
"개요","제주 도민 맛집으로 유명한 산지해장국서귀포점을 오픈하였습니다. 오전 7시부터 아침 식사가 가능하고 마당에 주차장이 있어 주차하기가 편합니다. 메뉴는 소고기 해장국진하고 깔끔한 육수에 소고기, 선지, 콩나물 ,우거지, 당면이 들어가 있는 소고기 해장국, 소내장탕 진하고 깔끔한 육수에 소양, 소곱창, 우거지, 당면이 들어가 있는 내장탕. 서귀포 이마트 주차장 들어가는 입구 바로 길 건너편입니다. 서귀포 월드컵 경기장, 이마트가 인접해 있습니다."
"주소","제주 서귀포시 월드컵로 16 산지해장국 서귀포점"
"주소(도로명)","제주특별자치도 서귀포시 월드컵로 16"
"주소(지번주소)","제주특별자치도 서귀포시 강정동 234-2"
"대표번호","0507-1376-1237"
"영업시간","07:00 - 15:00"
"휴무일","매주 수요일"
"취급메뉴","내장탕, 소고기 해장국"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 주차하기 편해요, 재료가 신선해요, 친절해요"
