"관광타입","음식점"
"음식점명","물꼬해녀의집"
"개요","가족, 연인과 함께 여행하기 좋은우도 물꼬해녀의집 입니다. 우도 물꼬해녀의집에서만 특별히 느낄 수 있는 해녀가 직접 잡은 해산물 요리를 드실 수 있습니다. 특히 칼국수의 면은 톳을 갈아 직접 면을 반죽하고 뽑고 있어 더욱 맛있습니다. 또한 육수는 매일 아침 해산물로 푹 우려내어 칼칼한 국물 또한 일품입니다. 맵기 조절도 가능하여 아이들과 함께 식사 하실 수 있습니다. 아침 8시부터 저녁 7시까지 열려있는 곳 이오니 아침식사도 가능합니다. 많은 문의, 예약 주시기 바랍니다. 단체식사 가능합니다. 전흘동 광장, 천진항, 하우목동항, 우도리조트, 하고수동포구가 인접해 있습니다."
"주소","제주 제주시 우도면 우도해안길 496"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 496"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 891"
"대표번호","0507-1363-7331"
"영업시간","08:00-02:00"
"휴무일","없음"
"취급메뉴","문어라면, 전복라면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 뷰가 좋아요, 친절해요, 주차하기 편해요"
