"관광타입","음식점"
"음식점명","우영담"
"개요","항상 신선하고 믿을 수 있는 자연산 전복과 해산물로 요리한 우영담에 오시면 이름을 걸고 대접하는 만큼 정성을 다한 요리를 맛보실 수 있습니다. 더위에 지치는 여름에는 몸에 활기를 더해 피로 회복에 좋은 전복과 각종 해산물을 푸짐하게 넣은 대한민국 No1 전복 돌솥밥과 전복 뚝배기를 자신 있게 추천드립니다. 맛뿐만 아니라 신선도, 청결, 친절 등 모든 면에 최선을 다해 제주도를 찾으신 여행객들이 다시 제주도 우영담을 찾고 싶은 마음을 불러일으킬 수 있도록 감동이 있는 제주 애월 맛집 우영담이 되도록 늘 노력하겠습니다. 한담길스테이, 유한개발이 인접해 있습니다."
"주소","제주 제주시 애월읍 애월로 86"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월로 86"
"주소(지번주소)","제주특별자치도 제주시 애월읍 애월리 2113-2"
"대표번호","0507-1341-0138"
"영업시간","09:00 - 19:30"
"휴무일","없음"
"취급메뉴","전복돌솥밥, 전복뚝배기"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 건강한 맛이에요, 친절해요, 매장이 청결해요"
