"관광타입","음식점"
"음식점명","애월연어 함덕점"
"개요","아워 하우스 애월연어입니다. 우리 집에 찾아오신 귀한 손님을 모시듯 대접하고 싶은 퓨전 레스토랑 애월연어의 첫 시작은 연어 전문 셰프들과 함께 제주 애월의 어느 언덕 위에 있던 집 전체를 리모델링 하면서 만들어졌습니다. 애월연어는 제주도 하면 너무 뻔한 흑돼지와 딱새우가 아닌 미국 타임지가 선정한 세계 10대 슈퍼푸드 중에서 유일한 물고기인 연어를 기본으로 다양한 요리를 경험할 수 있는 퓨전 패밀리 레스토랑입니다. 제주도에 이런 음식점 한두 개는 꼭 필요하다는 확신으로 맛있고 건강하게 만들었습니다. 애월연어 함덕점은 보고만 있어도 힐링이 되는 오션뷰와 여러 연어요리들을 제공하는 지점으로 고객님들께 행복한 여행과 행복한 하루를 드린다는 마음으로 임합니다. 가족에게 내놓는 마음으로 만듭니다. 행복하세요. 함덕해수욕장, 카페델문도, 스타벅스 제주함덕점이 인접해 있습니다."
"주소","제주 제주시 조천읍 조함해안로 496 3층 애월연어"
"주소(도로명)","제주특별자치도 제주시 조천읍 조함해안로 496"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1252-9"
"대표번호","064-783-1120"
"영업시간","11:00/17:00-23:00"
"휴무일","전화문의"
"취급메뉴","초밥, 연어 스테이크"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 뷰가 좋아요, 친절해요, 특별한 메뉴가 있어요"
