"관광타입","음식점"
"음식점명","삼다해물뚝배기"
"개요","제주도를 대표하는 신선한 생선 요리와 구수한 된장국물로 맛을 낸 활 전복 뚝배기 등 자극적인 조미료 맛보다는 제주 전통의 된장맛으로 모든 음식을 정성스레 준비하는 제주 토속 음식 전문점입니다. 아늑하고 편안한 분위기에서 식사하신 후에는 바로 옆 건물인 갤러리 버금으로 이동하시어 무료 원두커피는 물론, 전 세계 유명 작가들의 미술품 관람을 또한 무료로 하실 수 있습니다. 전문 바리스타가 만드는 커피와 차, 음료 또한 저렴한 가격에 이용이 가능하시며 2층에 준비된 카페 버금에서는 한라산을 바라보며 휴식을 취하실 수 있습니다. 농협 하나로마트, 효돈 농협 주유소가 인접해 있습니다."
"주소","제주 서귀포시 일주동로 8167"
"주소(도로명)","제주특별자치도 서귀포시 일주동로 8167"
"주소(지번주소)","제주특별자치도 서귀포시 하효동 751-5"
"대표번호","064-733-0591"
"영업시간","08:30 - 21:00"
"휴무일","없음"
"취급메뉴","활 전복 뚝배기, 전복 성게 비빔밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 주차하기 편해요, 매장이 넓어요, 친절해요"
