"관광타입","음식점"
"음식점명","피즈 애월"
"개요","제주 애월에서 시작한 Fizz Burger는 시원한 제주 바다와 닮아있는 트랜디한 수제버거입니다. Fizz의 사전적 의미는 탄산음료의 뚜껑을 열 때 생기는 소리의 의성어이기도 합니다. 시원한 바닷가의 도시 Jeju에서 펼쳐지는 많은 요소들을 피즈에서 표현했습니다. 패티부터 번까지 모두 직접 만들며, 가볍지만 가볍지 않은 매력적인 수제버거를 애월의 환상적인 바닷가 앞 피즈에서 함께 즐겨보세요. 맛의고수, 제주꺼우다가 인접해 있습니다."
"주소","제주 제주시 애월읍 애월로 29"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월로 29"
"주소(지번주소)","제주특별자치도 제주시 애월읍 애월리 2481-3"
"대표번호","0507-1348-5148"
"영업시간","10:00 - 19:30"
"휴무일","없음"
"취급메뉴","아메리칸버거, 치즈갈릭감자튀김"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 인테리어가 멋져요, 재료가 신선해요, 뷰가 좋아요, 매장이 청결해요"
