"관광타입","음식점"
"음식점명","종달리수다뜰 구좌 통갈치구이조림"
"개요","종달수다뜰은 농가 맛집으로 지역의 농산물과 문화를 연계하여 소비자에게 향토 음식을 제공하는 농촌형 외식 공간입니다. 바다, 오름, 들판이 조화롭게 어우러진 올레1 코스에 위치한 곳으로 전복, 성게, 조림류 등 각종 제주 해산물 요리가 제공되는 곳이며, 주메뉴로는 오동통한 전복 한가득 각종 야채와 버터 향이 어우러진 전복돌솥밥과, 제주 오면 꼭 먹어야 할 갈치조림과 갈치구이가 있으며, 다양하게 드시고 싶으신 분들을 위해 가성비 좋은 세트 메뉴도 구성되어 있습니다. 2014년 농촌진흥청 추천 맛집으로 국가가 인증하고 2017년엔 코릿과 제주관광공사 선정한 제주 맛집 TOP30으로 선정되기도 하였습니다. 오늘제주부동산중개, 금복공인중개사가 인접해 있습니다."
"주소","제주 제주시 구좌읍 용눈이오름로 8"
"주소(도로명)","제주특별자치도 제주시 구좌읍 용눈이오름로 8"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 종달리 2566-1"
"대표번호","0507-1385-1259"
"영업시간","10:00 - 20:30"
"휴무일","없음"
"취급메뉴","통갈치구이, 전복버터구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 주차하기 편해요, 재료가 신선해요, 친절해요, 반찬이 잘 나와요"
