"관광타입","음식점"
"음식점명","돈향기"
"개요","제주시 흑돼지거리에 위치한 제주도 흑돼지 맛집 돈향기입니다. 부위별 가장 좋은 고기로 준비되어 있습니다. 제주 화산석에 고사리와 흑돼지를 구워드시면 색다른 풍미를 느껴보실 수 있습니다. 돈향기는 흑돼지모듬세트가 가장 인기있는 메뉴입니다. 제주도 암퇘지만 사용하며 흑돼지와 전복, 날치알볶음밥이 정말 맛있어서 단체 손님들과 가족단위 손님들이 주로 찾는 곳입니다. 주차표를 드리니 공영주차장에 주차를 하셔도 되며 가게 앞에 미리 전화문의후 주차도 가능합니다. 백년초 소바를 고기와 함께 먹으면 더욱 맛이 좋습니다. 라마다호텔과 오션스위츠호텔 인근에 있으니 걸어서 오셔도 됩니다. 탑고향, 정주네식당이 인접해 있습니다."
"주소","제주 제주시 관덕로15길 30"
"주소(도로명)","제주특별자치도 제주시 관덕로15길 30"
"주소(지번주소)","제주특별자치도 제주시 건입동 1384"
"대표번호","064-724-0228"
"영업시간","11:30 - 22:40"
"휴무일","없음"
"취급메뉴","흑돼지, 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 가성비가 좋아요, 재료가 신선해요, 매장이 넓어요"
