"관광타입","음식점"
"음식점명","황해식당 갈치조림"
"개요","미리주문 등 예약은 받지 않습니다. 제주시 갈치조림 맛집 황해식당은 제주산 은갈치만 사용합니다. 제주시 갈치조림 맛집을 찾아주시는 손님들에게 보다 저렴하게 드실수 있도록 제주에 많은 관광식당처럼 불필요한 각종 해산물은 조림에 들어가지도 않고 팔지도 않으며, 갈치와 양념맛으로 조리하고 있습니다. 저희 제주시갈치조림맛집 애월맛집 황해식당은 공항에서 자동차로 약 10분거리에 위치해있으며, 애월초입에 위치해 있기때문에 애월갈치조림을 찾으시는 분들은 애월갈치조림맛집 황해식당을 찾아주세요. 대봉식당, 한국타이어가 인접해 있습니다."
"주소","제주 제주시 우정로 6"
"주소(도로명)","제주특별자치도 제주시 우정로 6"
"주소(지번주소)","제주특별자치도 제주시 외도일동 418-9"
"대표번호","0507-1318-9737"
"영업시간","10:00~20:30"
"휴무일","매주 목요일"
"취급메뉴","갈치조림, 쥐치조림 "
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 양이 많아요, 친절해요"
